Order Date,Forecast,Lower Bound,Upper Bound
2015-04-19,1153.1452199531964,-3124.025422507448,5525.0584992079475
2015-04-20,1038.7672131961515,-2956.3500846939214,5150.726900447724
2015-04-21,1384.6660884794726,-2775.9988889330602,5555.598254783358
2015-04-22,907.2708958299107,-3357.570663373961,5032.5989269336105
2015-04-23,320.56811439120787,-3958.596581016534,4571.951964697606
2015-04-25,1348.1329099072818,-2914.6478292866714,5696.122813747335
2015-04-26,1093.889827938111,-2723.2417642649425,5173.43089039956
2015-04-28,1298.9263238895267,-2725.7259568296913,5067.204018821477
2015-04-29,810.3578709669571,-3591.470603117779,5111.44953549463
2015-04-30,214.60682707049577,-3857.372707626658,4107.09718815325
2015-05-02,1232.228901551737,-2843.201632735451,5593.990248946925
2015-05-03,977.7482400848564,-3561.6575662845016,5279.6136264952465
2015-05-04,852.8254285563535,-3119.866782651877,4980.982894451905
2015-05-05,1192.6429065054524,-3074.5002565891136,5571.341394422728
2015-05-06,714.1918441030393,-3414.140020236982,4821.778058467306
2015-05-07,131.85306830949852,-3708.0771178254804,4506.044147969677
2015-05-08,746.6544177678352,-3543.8861179306036,5158.608561880792
2015-05-09,1185.0948942487448,-2559.3566561146877,5400.210659404652
2015-05-10,952.0593919036428,-3218.2803640049624,5540.285331284091
2015-05-11,850.376022767656,-3358.5673722385586,4876.215891278763
2015-05-12,1214.6857570061911,-2911.731731904092,5120.753482379351
2015-05-13,761.4014985455976,-3287.430659546708,5011.501147638864
2015-05-14,204.3056305744412,-4220.086277521062,4263.428804390374
2015-05-16,1305.8678562056984,-2811.4915490125823,5591.201762970621
2015-05-17,1094.7621900340177,-3098.565827977691,5229.936421227094
2015-05-18,1012.8201864644032,-3134.7706982647355,5169.822707647401
2015-05-19,1394.2249955050113,-2847.686526883985,5425.841374296344
2015-05-20,955.0004797462216,-2738.388565932998,5060.246417562769
2015-05-21,408.61807064112566,-3765.960396724772,4417.240846074196
2015-05-22,1055.2779558494938,-3368.0397097526816,5177.358272326264
2015-05-23,1520.754347797184,-2599.783637943606,5661.251000641226
2015-05-24,1309.3280875900177,-2947.924087955418,5446.894950125755
2015-05-25,1223.358179122014,-3071.38598573169,5470.87208771371
2015-05-26,1597.1616612820362,-2389.8083373628547,6212.123283431934
2015-05-27,1146.9787475320793,-2962.3822852696635,5345.835172954863
2015-05-28,586.5721978852723,-3375.9164607766306,4599.008771357643
2015-05-30,1662.9456503888005,-2285.2551557157562,5913.019474726181
2015-05-31,1430.6469368063322,-2586.154371781816,5629.112644813477
2015-06-01,1322.4463485005742,-3025.5033017615024,5068.38601199344
2015-06-02,1673.1617433149058,-2398.9504047295272,5668.361187971002
2015-06-03,1199.5372843543425,-2803.3625326939577,5551.7081964832005
2015-06-04,615.8297573327553,-3405.037291965491,4943.848282914107
2015-06-06,1647.8761899496858,-2779.8443011445706,6090.929588996217
2015-06-07,1395.3838269219484,-2757.969176447167,5602.509851087387
2015-06-08,1268.7763605497403,-2729.1359301207117,5455.30282116456
2015-06-09,1603.1547118888927,-2521.7508539326054,6131.814626679325
2015-06-10,1115.482183037676,-3131.5623098164842,5162.5844622251925
2015-06-13,1536.5952178776763,-2649.4817914430605,5825.262052360914
2015-06-14,1280.0617264674893,-2841.3010579004217,5601.980405754276
2015-06-15,1151.8038801022026,-2634.542960846536,5313.667835435651
2015-06-16,1486.7630578847197,-2902.477564935303,5786.4532310515215
2015-06-17,1001.6967916691415,-3514.324961807352,5165.450931682913
2015-06-18,410.77044543519423,-3645.997289135335,4856.833651851905
2015-06-20,1440.209367424487,-2794.044497413726,5746.407709801727
2015-06-21,1191.7056109806592,-3043.4195787606022,5368.81082406727
2015-06-22,1072.090702377691,-3106.349278804156,5424.635819010922
2015-06-23,1416.012464631079,-2866.5902167530426,5391.14145334939
2015-06-24,939.9517823047947,-3269.5668113200877,5316.837724377272
2015-06-25,357.82163733614817,-3907.3337121193285,4811.540538360343
2015-06-27,1403.372717559083,-2876.7556714075786,5540.055144734707
2015-06-28,1161.8510593062426,-3284.6620352543987,5249.949824906746
2015-06-29,1048.3468398100736,-3344.8034409994298,5285.564637498099
2015-06-30,1397.443406226464,-3014.137834763981,5635.196523098634
2015-07-01,925.598216014778,-3253.0623592592297,5004.793726781007
2015-07-02,346.7397724847207,-3710.742036160652,4562.896676585627
2015-07-04,1396.2387040638755,-2606.030260691632,5655.906929114011
2015-07-05,1155.5839239992556,-3140.7074552734816,5083.931082304295
2015-07-06,1042.3730410867786,-2941.758720981527,5005.706475721743
2015-07-07,1391.3314253374897,-2659.0263384749387,5672.480866521548
2015-07-08,919.0656216229722,-3257.244854575822,5054.92391837705
2015-07-09,339.65373387137305,-4082.7134582114663,4625.942408188981
2015-07-11,1388.2110041437468,-2484.865452880168,6050.700026731444
2015-07-12,1147.4157755164247,-2724.855383499022,5403.365631465451
2015-07-13,1034.4177292254776,-3180.1198198228712,5127.2797984283825
2015-07-14,1384.0124456265216,-2836.715241129771,5392.872642006146
2015-07-15,912.8501440976962,-3077.9082025940656,5234.463493902155
2015-07-18,1388.1332365601809,-2804.5078248202576,5249.966124605075
2015-07-19,1150.2027645425671,-3068.4455568953304,5572.329480799437
2015-07-20,1040.3593706016309,-3169.25816724332,5225.3388982387605
2015-07-21,1393.2998081149788,-2819.633181026758,5515.852494885373
2015-07-22,925.5639159916409,-3140.7349333958073,5394.256074369402
2015-07-23,351.1293514831522,-3598.4663880451644,4517.84992404002
2015-07-25,1410.449370722788,-2391.9057544811244,5403.301038073029
2015-07-26,1175.1286753750082,-2861.873789317647,5152.196239962113
2015-07-27,1067.4477099882833,-2991.0806814869457,5178.201725396403
2015-07-28,1422.0417358983325,-2459.8045396452612,5871.3056226780245
2015-07-30,381.5396808770733,-4152.287295559852,4775.016612515593
2015-08-01,1440.4644542269532,-2588.8704470595458,5498.794130024083
2015-08-02,1204.3414382881037,-2787.9953980053765,5008.161722651772
2015-08-03,1095.6111317635548,-3155.270509534708,5303.3530261178985
2015-08-04,1449.0642418625698,-2576.2901739788176,5481.00101745494
2015-08-05,981.3875083277705,-3314.6996278244537,5391.972815517848
2015-08-06,406.7574432149014,-3671.12592739346,4720.921681135436
2015-08-08,1465.9581039513102,-2607.2797277624773,5757.4895664410515
2015-08-09,1231.3350991947195,-3129.561266714252,5324.772066453758
2015-08-11,1482.9420952315872,-3053.313297153372,5559.755561215595
2015-08-12,1021.0765770507969,-3297.2332305253135,5337.751058148371
2015-08-15,1534.5815997085479,-2646.1396762436298,5575.085281010147
2015-08-16,1313.7872450514633,-2882.2193561284125,5567.492105264657
2015-08-17,1223.7597027612676,-2651.993899630753,5109.701742611255
2015-08-19,1157.7220734823766,-2949.283466587366,5344.515929751147
2015-08-20,612.7127342484306,-3730.6254352375854,4625.223437789096
2015-08-22,1741.9047008507312,-2649.848586856047,5920.46466480673
2015-08-23,1547.251333770775,-2428.734239416105,5793.7030713080985
2015-08-24,1484.1011867472039,-2645.0108400666213,5511.033907557559
2015-08-25,1887.0312737436238,-2293.2935486405063,6336.098547440955
2015-08-26,1472.4076041553787,-2472.450414386823,5339.684692283017
2015-08-27,953.9782213648118,-3390.472927837187,4661.623950649724
2015-08-29,2132.783915051044,-2069.4287589529745,6110.692792868943
2015-08-30,1960.1985410176221,-2354.7941098719657,6132.240461832492
2015-08-31,1916.656630491239,-2586.7431697326906,6018.251928339493
2015-09-01,2336.2813531674415,-1614.1821794693803,6428.812949615725
2015-09-02,1935.0130381497188,-2056.845848666453,6052.0943979613285
2015-09-03,1426.2108192838132,-2680.8530693544913,5604.613404167727
2015-09-05,2611.7614858533225,-1632.0092867029016,6942.411746212375
2015-09-06,2435.767515562829,-1551.6169621578515,6426.3939775825265
2015-09-07,2384.047406181827,-1842.3931490594287,6377.128212446802
2015-09-08,2790.6208251858857,-1099.0715571407486,7097.976998469419
2015-09-09,2371.394760790245,-1831.2962764409801,6463.344624786674
2015-09-10,1839.766762364708,-2559.910445364283,6000.963133355082
2015-09-11,2495.9021478552017,-1740.53837123292,6750.661837253149
2015-09-12,2965.575151605967,-1407.1299614574516,7039.492666824694
2015-09-13,2753.0974810413954,-1129.5599733501706,7332.469038649702
2015-09-14,2660.8860796511563,-1289.8375406427006,6848.378399055867
2015-09-15,3023.3396831371942,-1220.7112600537432,7076.992220432511
2015-09-16,2556.8012498558282,-1672.016954842072,6637.573597720553
2015-09-17,1975.1553491594982,-2457.982666991367,6400.513791694604
2015-09-19,2994.9749503662306,-1137.222485449826,7106.780351113046
2015-09-20,2727.6943216681166,-1431.9319302675494,7286.909552303558
2015-09-21,2580.294995288605,-1579.5296877390276,6882.281356348658
2015-09-22,2887.81099340769,-1417.3479454543938,7231.662356214761
2015-09-23,2367.2267214547333,-1515.753556808696,6611.127113258353
2015-09-24,1733.0663681200226,-2157.9569707440896,6506.458922008074
2015-09-25,2286.6567314428066,-1750.1876358802801,6486.137706364897
2015-09-26,2654.9536518778455,-1569.3637518603578,6684.981080265191
2015-09-27,2343.455720051022,-1725.2621098429254,6767.197882683292
2015-09-28,2155.7572395566776,-2150.9664652800557,6643.853768166244
2015-09-29,2427.4102014187147,-1732.3746469723717,6531.4154803036645
2015-09-30,1875.8725038494485,-1914.6226792908726,5905.247579661811
2015-10-01,1216.091636822486,-2902.8183494976,5558.0299864015815
2015-10-02,1749.7622852393395,-2658.5418771999534,5931.1168594763485
2015-10-03,2104.1480549407997,-2264.76597982366,6558.127879514459
2015-10-04,1784.991010930375,-2565.170867708161,6121.029853840674
2015-10-05,1596.0610300189387,-2369.736102839457,5539.0789253178855
2015-10-06,1873.0147481969773,-2351.6539367691025,6046.143906987081
2015-10-07,1333.3413630739215,-2676.5430350233155,5668.804852036901
2015-10-08,691.9445415984853,-3622.889559065049,4954.363676331697
2015-10-09,1250.3989218282156,-2803.0802260141995,5406.579930118789
2015-10-10,1635.771452260895,-2709.2620027306257,5992.169360812895
2015-10-11,1353.5313007866816,-2779.42211745194,5400.626564731637
2015-10-12,1207.1003805695277,-2942.2275479014484,5477.113930204686
2015-10-13,1531.7143186851467,-2602.0832960582484,5482.379719171803
2015-10-14,1044.3711717556012,-2981.177648122945,4947.278241126122
2015-10-15,459.4171782695911,-3895.6291465282425,4769.89936356289
2015-10-16,1077.8080686048177,-3131.435713503432,5193.631464743877
2015-10-17,1525.9361979274431,-2807.9328236067195,5520.28728067386
2015-10-18,1308.5472421364498,-2831.592649993974,5660.031357408472
2015-10-19,1228.2984952822874,-2899.5129082737003,5526.367998855964
2015-10-20,1619.6285656905195,-2261.6636419088336,5681.579577226153
2015-10-21,1198.715724876287,-2808.542315811988,5624.0559371714135
2015-10-22,679.074119040052,-3545.335217960126,5135.122475864003
2015-10-24,1869.5420039153196,-2021.1160423865351,6169.23873111716
2015-10-25,1709.167367396214,-2463.8881518731073,6131.386923720394
2015-10-26,1681.595438636205,-2406.708879457611,5932.411888941818
2015-10-27,2120.548576633072,-1841.4171717744325,5900.38970035422
2015-10-28,1741.5491674200305,-2529.5415878783774,6603.388865966908
2015-10-29,1257.5278301932467,-2965.821764237218,5855.653837268351
2015-10-31,2498.451521734487,-1605.7456747339793,7017.703904711647
2015-11-01,2352.204308834995,-1751.54100961859,6557.884824338648
2015-11-02,2331.0674583304644,-1781.149843374213,6382.350180144338
2015-11-03,2768.689389073787,-1507.9382864866418,6918.935543151829
2015-11-04,2380.6400851479907,-1856.2964335308213,6449.346528830443
2015-11-05,1880.0214692856691,-1955.845762865896,6128.411642943882
2015-11-07,3066.4094306528527,-1118.2203054157908,7478.1826087494865
2015-11-08,2883.172463147485,-1112.4796141561,7204.314924523581
2015-11-09,2819.383761461102,-1564.675630451189,7161.015139050626
2015-11-10,3209.4328427319656,-790.3448725619074,7431.935194377856
2015-11-11,2769.718278903757,-1483.614479818546,6886.554913765234
2015-11-12,2214.2439720760103,-2300.7003971904064,6554.695442536866
2015-11-14,3285.226335754798,-1221.19402778136,7495.261695639278
2015-11-15,3043.458206439811,-915.2922405289478,7388.543665224512
2015-11-16,2921.946405027314,-1465.5666344233248,7097.592066129025
2015-11-17,3256.0809978470147,-682.7958841181821,7592.476217467168
2015-11-18,2763.220586909351,-1217.5230197618687,6953.563472741278
2015-11-19,2158.268252293039,-1877.782787618988,6422.300545507344
2015-11-20,2742.919764033549,-1592.590694821601,6920.186879167377
2015-11-21,3144.4745643990336,-1216.6165237522914,7046.663803888164
2015-11-22,2868.733555756339,-1244.1202708373928,6898.355209317951
2015-11-23,2719.5360821144777,-1560.5605630519647,6758.195042820993
2015-11-24,3032.60629958959,-1172.6696399483935,7066.935591936633
2015-11-25,2525.4866282260186,-1811.7878378556807,7120.355093203117
2015-11-26,1913.1079716921902,-2195.115630543551,6050.525713248243
2015-11-27,2497.035620748501,-1509.40128241466,6721.570356890448
2015-11-28,2904.2814885395414,-1137.869205564006,6936.636966143374
2015-11-29,2640.20677843265,-1800.1621592652755,6976.106278724096
2015-11-30,2508.0674522117374,-1667.803363417324,6359.642336147781
2015-12-01,2842.8725852948373,-1381.7748536155448,7114.702203888984
2015-12-02,2361.3331047142847,-1940.8921771734124,6904.751917815101
2015-12-03,1777.4503135662178,-2506.084346583394,6078.783826963244
2015-12-04,2391.7827537881017,-1785.2868105913788,6506.2813355495355
2015-12-05,2830.2816161522783,-1530.7517674591952,7106.57912960955
2015-12-06,2597.218293830166,-1746.6211524998378,6589.239149283191
2015-12-07,2494.755887635899,-1692.5836264635516,6774.725540833126
2015-12-08,2856.8341478384805,-1375.7310095977598,6919.825199885328
2015-12-09,2399.1447181363424,-1805.5919543110542,6691.588413374547
2015-12-10,1834.7454423430913,-2195.280729851522,5909.962224883322
2015-12-12,2910.1939735782485,-1461.1809642322107,6812.752251808706
2015-12-13,2678.965811836237,-1364.8270483814583,6743.376558081794
2015-12-14,2571.411536986823,-1442.9465702937775,6554.207768711634
2015-12-15,2921.224634999754,-1104.7456677334787,7078.47325048927
2015-12-16,2444.032148054991,-1858.2794112873482,6489.007888912201
2015-12-17,1853.0139133326375,-2528.2240210989175,5962.318581364685
2015-12-19,2855.295957605742,-1205.0796663239782,6907.0015297411655
2015-12-20,2578.6785427888567,-1564.2866651605648,6815.946828675785
2015-12-21,2420.913927334237,-1594.3483878494449,6796.712461338995
2015-12-22,2716.6670451990353,-1453.1450118767914,6792.631235894993
2015-12-23,2182.659263798436,-1964.153375801448,6510.333598366527
2015-12-24,1533.2631717264328,-2756.5537278310244,5870.365677101178
2015-12-26,2419.199078639991,-1923.6110764707648,6296.980790278755
2015-12-27,2087.235194338718,-1860.9210328327526,6191.254419130002
2015-12-28,1877.742411128322,-2469.7877500065347,6079.245130005442
2015-12-29,2126.6279631919097,-1937.4803648257466,6453.60373528859
2015-12-30,1551.77168002824,-2392.605424197531,5867.630142400552
2015-12-31,868.5913483475199,-3848.5691596972533,5085.354005232117
2016-01-02,1711.6063332676806,-2631.676039531733,6150.120186690074
2016-01-03,1371.8014638546722,-3035.6914056354003,5684.646211317366
2016-01-04,1164.08663677241,-3501.49857611295,5420.472378285351
2016-01-05,1424.5104551000827,-2988.5036552815423,5814.240896878862
2016-01-06,870.8747431185013,-3079.6852179953166,4959.299642034214
2016-01-09,1148.4036690231167,-2960.413909556897,5346.6610984510335
2016-01-10,863.4463099265683,-3298.2062590791907,4866.666026096574
2016-01-12,1043.0329824273185,-3318.2535468917754,5281.24468061382
2016-01-13,558.8274304821493,-3575.0222189307524,4802.191097876582
2016-01-17,834.8307413767718,-3621.1584514070455,4825.837823510232
2016-01-19,1138.5598795807957,-2861.1054922078606,5216.948345971931
2016-01-23,1308.1970350009221,-3047.2435504343853,5459.2940074361695
2016-01-24,1109.1455216241475,-2985.730332949309,5091.828033951687
2016-01-26,1416.810641132392,-2494.591168779219,5639.927005615273
2016-01-27,972.3005362164254,-3131.566508705717,5214.876611693628
2016-01-28,413.69167608394906,-3595.1702247167773,4464.975788412765
2016-01-30,1479.5917988748529,-2638.1901256132155,5402.207636825477
2016-01-31,1234.1550907544602,-2940.9895362074353,5230.705758296922
2016-02-03,930.2469663316529,-3154.6930694955927,4782.220939248391
2016-02-06,1260.8729283387072,-2797.0564862661513,5555.06600170383
2016-02-07,961.9117377928842,-3241.583846640943,4864.749111435443
2016-02-08,786.7162144434909,-3414.119304579193,4803.410130418481
2016-02-09,1071.4718166919515,-3107.5125527263485,5538.653433146107
2016-02-10,534.319167004567,-3697.8583013406997,4788.157832800706
2016-02-14,527.6553423004343,-3457.103219531079,4688.660477767617
2016-02-15,369.57548103492513,-3456.133283681909,4366.383119104865
2016-02-16,682.2662117287343,-3312.340138803497,5030.111885849892
2016-02-18,-411.70365694350943,-4859.549554066632,3915.6304894085147
2016-02-20,640.1204309635364,-3670.005472446797,5015.763620230188
2016-02-21,419.11135952577183,-3785.113567870235,4577.9389440754285
2016-02-22,338.0700373363819,-3748.013520079118,4611.744197850425
2016-02-23,731.5291336533041,-3624.391132219549,5072.584022857207
2016-02-25,-196.26256960471972,-4454.001013433914,4139.715927252489
2016-02-27,1016.7114048664835,-3357.341474761382,4967.555201243758
2016-02-28,870.2732049366766,-3455.3509765702897,4972.868406341882
2016-03-01,1312.3119683389666,-2853.110070982092,5459.882282993899
2016-03-02,948.8714009809626,-2962.4102944355386,5069.250412072881
2016-03-05,1746.2534438406553,-2489.9180783779616,5931.849967368169
2016-03-06,1609.599571635192,-2574.976625863295,5724.0156155191535
2016-03-07,1595.320478466984,-2465.4232999552282,6008.408956055349
2016-03-08,2036.7025294737334,-2254.347930996549,6019.8045870937885
2016-03-09,1649.0418464709467,-2661.395293700455,5834.924511482315
2016-03-10,1145.2615406983057,-3100.5511386791436,5211.340277408696
2016-03-12,2314.453368916228,-1640.9709816245206,6639.382393689219
2016-03-13,2117.3153001450423,-2268.7396670397065,6017.367516503644
2016-03-14,2036.332815982731,-1854.9315715126447,6401.625679535296
2016-03-15,2406.180863362784,-1870.2033729678708,6659.996014777188
2016-03-16,1943.613072806132,-2104.744185443491,6061.255386357193
2016-03-17,1363.0446751753016,-2872.9187502963673,5449.864407720567
2016-03-19,2378.952588738572,-1816.538978150578,6917.685275197632
2016-03-20,2108.1696722657575,-1998.8389006046864,6385.90588467219
2016-03-21,1957.300862726554,-2206.1369268720077,6265.050474081582
2016-03-22,2262.1940990601374,-1917.4858470453275,6109.278766282388
2016-03-23,1740.6356041683005,-2764.071946353333,5915.974520203084
2016-03-24,1107.8938371664715,-3149.3044349808156,5213.898636066193
2016-03-26,2042.4285690595113,-2290.743026841244,6343.906102763751
2016-03-27,1743.222113624426,-2359.981568567644,6001.555951571626
2016-03-28,1572.2939276520121,-2610.0374428318737,5801.078387535783
2016-03-29,1865.3912824588924,-2061.019074703147,5932.562822953689
2016-03-30,1340.0094322682994,-3072.9086811743373,5295.987327769039
2016-03-31,710.9684315279026,-3539.179718609182,4685.779738890584
2016-04-02,1672.912370249008,-2484.7589732629017,5950.964238612568
2016-04-04,1251.4059550645484,-2819.5294325757454,5261.005848993293
2016-04-05,1574.4149064323242,-2180.883270488286,5869.251416085584
2016-04-06,1081.3257792332447,-2895.437916763752,5709.428829984379
2016-04-07,485.9359988706401,-3686.6437951511093,4408.1454409708485
2016-04-09,1515.3134973757665,-2632.089128250472,5582.085756050153
2016-04-10,1270.1814716164647,-2555.8154315395072,5680.31993332682
2016-04-11,1155.4697198439658,-3297.3108578909264,5554.717980458996
2016-04-13,1035.4783419534838,-3027.6268142646386,5486.144162843981
2016-04-14,459.50363956901515,-3868.008129874795,4393.378582082499
2016-04-16,1515.0697850772574,-2783.612371669778,5805.717320665245
2016-04-17,1276.5814979862214,-2776.1364520034967,5467.827845339727
2016-04-18,1164.3546083023764,-2875.1727980182195,5452.27425805971
2016-04-19,1512.7367082409146,-2615.740333700777,5786.706991465368
2016-04-20,1038.0306030956017,-3058.2196630232115,4961.41414369183
2016-04-21,454.09340182272433,-3580.2930366104792,4501.479169812654
2016-04-22,1061.606882238948,-3277.7425719495163,5623.728044682985
2016-04-24,1234.91203033136,-2901.0782567116376,5607.729585713008
2016-04-25,1108.6540453582263,-2948.9444577777795,5124.25257252671
2016-04-26,1443.162634539552,-2594.046264637365,5482.328506113797
2016-04-27,955.3993735241503,-3091.9653029298256,4920.3635836572275
2016-04-28,359.83994278763777,-3736.081886179348,4608.7217554685
2016-04-29,957.7268971327953,-2946.3157902282887,5093.276704928855
2016-04-30,1375.8859183890725,-2727.8622976913016,5551.141291217665
2016-05-01,1119.629628578441,-3060.875574967354,5565.4339224246105
2016-05-02,992.3013555090504,-3146.5811838155882,5244.261292750338
2016-05-03,1329.1290084222117,-2900.994093558233,5353.028058006075
2016-05-04,847.1666751848998,-3478.897224905742,4700.388320436746
2016-05-07,1305.252505114779,-2654.7028687345373,5404.4243039516
2016-05-08,1067.51877363002,-3017.5327372718775,5277.580018420004
2016-05-09,961.1083250432837,-3359.499963011924,5389.815261027196
2016-05-10,1320.7774196462465,-2561.255096119548,5537.762837524958
2016-05-11,863.0487960145382,-3502.6735130459756,4906.371510823052
2016-05-12,301.81099672727527,-3810.069390233188,4438.50406984467
2016-05-13,937.588165600732,-3131.3194560971515,4957.490445654098
2016-05-14,1396.378288742292,-2930.6658467247444,5713.145121924669
2016-05-15,1182.5816635681786,-2854.8700186260285,5424.074383027225
2016-05-16,1098.5712374284522,-2971.8395991372813,5041.586177123079
2016-05-17,1478.5741865206924,-2794.9227008095663,5933.890532206669
2016-05-18,1038.6415460318906,-3179.4601119536565,5024.599602663219
2016-05-20,1139.6064571663294,-3026.020964831517,5169.183605176482
2016-05-21,1606.4472406531725,-2617.4842547093945,5809.753146789259
2016-05-22,1397.0182998050964,-2588.631333740448,5294.857358223767
2016-05-23,1313.6248197421532,-2829.5785243856703,5364.554139050625
2016-05-24,1690.5174960397962,-2642.8374316281315,5914.292201042174
2016-05-25,1243.8597099092083,-2913.0269762866615,5300.090050282012
2016-05-26,687.3291664602934,-3892.518094332574,4862.0140339207155
2016-05-28,1772.1405867913859,-2535.0117077554423,5883.832445101298
2016-05-29,1544.2148274619638,-2742.2306857662115,5813.639379850255
2016-05-30,1440.3650636751809,-2549.707777715259,5646.497109078566
2016-05-31,1795.320080301964,-2365.3183158509046,5866.0132563584575
2016-06-01,1325.741208806453,-3049.7812105469625,5593.056144450263
2016-06-04,1784.3562398253216,-2548.2315531672816,5924.653953392331
2016-06-05,1534.490722329079,-2813.2252674760925,5449.361215129388
2016-06-07,1746.124398670051,-2646.5475947854493,5885.374583398052
2016-06-08,1259.6679170172083,-2942.2794365075315,5335.010070496358
2016-06-09,665.1000387939008,-3371.7768970963466,4991.963329811063
